"customerid","recency","frequency","monetary","segment"
"16807","142 days 00:50:00","3","1121.59","Regular"
"16808","98 days 17:16:00","2","288.42","Regular"
"16809","22 days 21:05:00","6","912.74","Regular"
"16810","191 days 21:18:00","2","275.64","Lost"
"16811","4 days 01:11:00","2","547.07","Regular"
"16812","360 days 00:15:00","1","479.35","Lost"
"16813","7 days 22:47:00","10","1692.98","Loyal"
"16814","13 days 23:23:00","22","6500.60","Loyal"
"16816","102 days 22:34:00","4","417.06","Regular"
"16817","2 days 01:47:00","13","1446.95","Loyal"
"16818","10 days 02:09:00","13","3317.97","Loyal"
"16820","95 days 00:44:00","1","497.61","Regular"
"16823","226 days 21:50:00","1","358.38","Lost"
"16824","15 days 00:12:00","2","460.64","Regular"
"16825","38 days 00:59:00","2","775.18","Regular"
"16826","50 days 22:45:00","1","341.70","Regular"
"16828","92 days 21:40:00","2","128.50","New"
"16829","156 days 02:02:00","1","197.22","New"
"16830","38 days 01:15:00","1","325.91","Regular"
"16832","183 days 21:14:00","3","199.15","Lost"
"16833","22:11:00","4","1106.53","Regular"
"16834","227 days 03:13:00","1","413.46","Lost"
"16835","127 days 23:00:00","2","180.85","New"
"16836","39 days 02:45:00","2","251.87","Regular"
"16837","30 days 22:23:00","12","3167.73","Loyal"
"16838","196 days 23:37:00","3","582.90","Lost"
"16839","8 days 03:47:00","39","15357.78","Loyal"
"16841","36 days 00:59:00","7","1774.62","Regular"
"16842","63 days 19:12:00","4","1260.44","Regular"
"16843","42 days 03:44:00","17","10183.82","Loyal"
"16846","49 days 22:55:00","1","214.32","Regular"
"16847","42 days 23:21:00","1","193.44","New"
"16848","52 days 04:08:00","1","281.42","Regular"
"16849","186 days 03:34:00","1","124.57","Lost"
"16850","333 days 01:41:00","1","332.41","Lost"
"16851","3 days 23:18:00","3","342.45","Regular"
"16852","9 days 23:28:00","2","144.91","New"
"16855","23 days 00:47:00","2","328.40","Regular"
"16856","14 days 03:51:00","1","35.40","New"
"16858","365 days 21:58:00","2","345.89","Lost"
"16859","105 days 22:38:00","5","473.14","Regular"
"16861","59 days 03:45:00","3","151.65","Regular"
"16863","28 days 21:27:00","4","481.35","Regular"
"16866","140 days 02:44:00","3","207.74","Regular"
"16869","22 days 00:48:00","5","805.62","Regular"
"16871","21 days 17:23:00","7","2761.49","Regular"
"16872","76 days 20:45:00","3","680.02","Regular"
"16873","4 days 00:45:00","10","7066.31","Loyal"
"16875","63 days 17:30:00","9","2023.47","Regular"
"16877","11 days 23:03:00","6","853.72","Regular"
"16878","24 days 03:58:00","2","0.00","Lost"
"16880","30 days 01:17:00","7","1519.08","Regular"
"16881","66 days 02:17:00","1","432.00","Regular"
"16882","66 days 02:08:00","3","705.12","Regular"
"16883","186 days 23:59:00","2","276.73","Lost"
"16884","37 days 00:58:00","2","429.84","Regular"
"16885","14 days 23:10:00","3","471.51","Regular"
"16887","34 days 22:43:00","1","194.88","New"
"16889","194 days 01:45:00","3","1578.67","Lost"
"16891","1 day 01:35:00","5","809.70","Regular"
"16892","23:32:00","7","496.84","Regular"
"16893","366 days 00:44:00","1","145.93","Lost"
"16895","64 days 00:35:00","1","219.14","Regular"
"16897","298 days 21:05:00","3","213.03","Lost"
"16898","25 days 21:06:00","4","444.46","Regular"
"16899","7 days 00:47:00","6","1281.56","Regular"
"16900","11 days 02:00:00","5","187.69","Regular"
"16902","115 days 22:33:00","1","1706.88","Regular"
"16903","28 days 21:18:00","1","373.24","Regular"
"16904","3 days 23:40:00","16","3754.27","Loyal"
"16905","4 days 22:49:00","8","3085.48","Regular"
"16906","81 days 01:01:00","4","579.77","Regular"
"16907","28 days 18:46:00","5","981.65","Regular"
"16909","63 days 18:44:00","2","364.14","Regular"
"16910","3 days 23:59:00","8","1510.06","Regular"
"16912","22 days 20:59:00","14","2528.67","Loyal"
"16913","289 days 23:54:00","1","113.44","Lost"
"16914","35 days 21:23:00","1","208.46","Regular"
"16915","8 days 20:11:00","6","621.68","Regular"
"16916","23 days 00:42:00","2","576.26","Regular"
"16917","276 days 00:55:00","1","391.52","Lost"
"16918","49 days","7","1043.34","Regular"
"16919","155 days 23:15:00","11","2596.45","Loyal"
"16921","60 days 20:28:00","1","169.79","New"
"16923","11 days 23:50:00","26","6666.83","Loyal"
"16924","20 days 23:57:00","4","739.50","Regular"
"16926","370 days 23:08:00","1","230.25","Lost"
"16927","115 days 01:40:00","3","543.05","Regular"
"16928","79 days 21:40:00","19","2781.50","Loyal"
"16929","3 days 04:13:00","7","1295.39","Regular"
"16930","25 days 20:37:00","3","380.55","Regular"
"16931","4 days 23:35:00","21","4604.22","Loyal"
"16932","52 days 22:38:00","1","161.94","New"
"16933","23:56:00","5","530.08","Regular"
"16934","54 days 00:10:00","2","950.93","Regular"
"16936","25 days 01:46:00","1","262.68","Regular"
"16938","8 days 02:30:00","5","1903.13","Regular"
"16940","51 days 23:35:00","3","3049.88","Regular"
"16942","12 days 00:10:00","10","1894.11","Loyal"
"16943","211 days 00:53:00","3","816.73","Lost"
"16945","21 days 01:11:00","19","4345.50","Loyal"
"16947","235 days 03:12:00","1","406.48","Lost"
"16948","138 days 00:04:00","3","435.02","Regular"
"16949","3 days 01:43:00","7","1161.27","Regular"
"16950","56 days 03:44:00","3","1178.56","Regular"
"16951","122 days 23:25:00","4","1262.75","Regular"
"16952","108 days 23:47:00","2","167.61","New"
"16953","29 days 20:56:00","1","20.80","New"
"16954","03:04:00","9","2085.08","Regular"
"16955","184 days 02:14:00","5","493.67","Lost"
"16956","8 days 22:22:00","2","292.34","Regular"
"16957","238 days 22:54:00","2","416.64","Lost"
"16959","86 days 21:47:00","1","117.35","New"
"16960","38 days 01:15:00","3","507.05","Regular"
"16961","115 days 23:04:00","1","234.17","Regular"
"16963","186 days 23:02:00","1","110.55","Lost"
"16965","226 days 00:42:00","1","201.19","Lost"
"16966","7 days 23:10:00","10","2148.47","Loyal"
"16967","188 days 22:26:00","1","319.02","Lost"
"16968","3 days 21:48:00","2","439.43","Regular"
"16969","38 days 23:38:00","3","650.41","Regular"
"16971","2 days 03:35:00","2","232.21","Regular"
"16976","266 days 20:17:00","1","251.52","Lost"
"16978","77 days","1","344.33","Regular"
"16979","3 days 00:29:00","8","1809.05","Regular"
"16980","254 days 20:14:00","2","1078.96","Lost"
"16982","60 days 00:22:00","1","384.06","Regular"
"16983","12 days 00:40:00","8","1920.20","Regular"
"16984","77 days 18:29:00","5","4392.42","Regular"
"16985","16 days 23:17:00","11","5461.62","Loyal"
"16986","29 days 00:55:00","2","1873.20","Regular"
"16987","2 days 19:24:00","7","1625.05","Regular"
"16988","4 days 20:48:00","1","126.12","New"
"16989","6 days 20:11:00","6","1133.25","Regular"
"16990","218 days 04:20:00","1","179.00","Lost"
"16992","10 days 01:00:00","6","1601.86","Regular"
"16995","371 days 19:41:00","1","-1.25","Lost"
"16996","29 days 20:07:00","9","1427.46","Regular"
"16997","287 days 19:22:00","3","702.00","Lost"
"16998","149 days 03:01:00","6","287.02","Regular"
"16999","22 days 22:57:00","2","484.82","Regular"
"17001","03:12:00","11","3989.57","Loyal"
"17002","72 days 20:02:00","4","1487.78","Regular"
"17004","45 days 22:25:00","2","1412.94","Regular"
"17006","4 days 00:41:00","4","781.78","Regular"
"17007","50 days 02:03:00","7","877.43","Regular"
"17010","16 days 01:46:00","2","185.46","New"
"17011","29 days 23:20:00","1","270.90","Regular"
"17014","7 days 22:41:00","4","565.58","Regular"
"17015","28 days 02:05:00","3","1842.56","Regular"
"17017","2 days 03:18:00","27","8574.11","Loyal"
"17018","40 days 01:08:00","2","920.10","Regular"
"17019","10 days 23:44:00","4","1272.61","Regular"
"17022","30 days 19:41:00","1","71.00","New"
"17024","44 days 23:03:00","3","95.85","Regular"
"17025","60 days 03:44:00","3","357.77","Regular"
"17026","184 days 22:22:00","2","154.83","Lost"
"17027","78 days 00:26:00","7","848.59","Regular"
"17029","110 days 01:44:00","2","716.00","Regular"
"17030","63 days 04:01:00","1","146.87","New"
"17031","11 days 02:27:00","2","380.35","Regular"
"17033","85 days 22:16:00","3","1030.14","Regular"
"17034","15 days 21:36:00","4","734.57","Regular"
"17035","245 days 01:27:00","3","388.33","Lost"
"17037","77 days 19:30:00","2","1253.22","Regular"
"17038","29 days 23:00:00","1","112.40","New"
"17040","137 days 02:31:00","1","449.73","Regular"
"17041","26 days 01:29:00","4","1065.77","Regular"
"17042","2 days 00:24:00","5","1044.38","Regular"
"17043","31 days 21:17:00","4","1735.18","Regular"
"17044","8 days 03:56:00","3","897.43","Regular"
"17045","112 days 19:41:00","3","339.44","Regular"
"17046","156 days 22:26:00","1","642.02","Regular"
"17047","84 days 23:23:00","3","1100.90","Regular"
"17048","114 days 21:59:00","6","864.32","Regular"
"17049","2 days 02:02:00","11","5594.78","Loyal"
"17050","95 days 23:02:00","6","3228.84","Regular"
"17051","193 days 22:37:00","1","247.14","Lost"
"17052","27 days 22:00:00","1","413.75","Regular"
"17053","128 days 01:55:00","2","496.38","Regular"
"17054","27 days 23:54:00","6","1353.83","Regular"
"17058","81 days 02:37:00","3","1179.89","Regular"
"17059","29 days 00:23:00","5","3095.04","Regular"
"17060","265 days 23:23:00","1","234.24","Lost"
"17061","73 days 01:26:00","12","5116.13","Loyal"
"17062","313 days 01:49:00","5","534.47","Lost"
"17063","8 days 04:04:00","11","1421.59","Loyal"
"17064","58 days 02:32:00","3","859.35","Regular"
"17065","142 days 22:05:00","1","-112.35","New"
"17068","11 days 23:36:00","22","4531.34","Loyal"
"17069","27 days 19:37:00","13","2655.22","Loyal"
"17070","113 days 19:49:00","1","312.14","Regular"
"17071","8 days 03:44:00","14","2385.48","Loyal"
"17073","17 days 01:03:00","4","1446.09","Regular"
"17075","17 days 00:52:00","5","813.77","Regular"
"17076","35 days 18:57:00","3","841.08","Regular"
"17078","35 days 17:33:00","2","378.20","Regular"
"17079","77 days 21:16:00","1","118.80","New"
"17080","21 days 23:51:00","3","285.50","Regular"
"17081","24 days 23:54:00","2","290.16","Regular"
"17082","32 days 21:33:00","2","2003.85","Regular"
"17083","108 days 21:07:00","3","1405.78","Regular"
"17084","34 days 21:56:00","2","2949.75","Regular"
"17085","122 days 22:35:00","6","1555.05","Regular"
"17086","6 days 22:56:00","6","2050.08","Regular"
"17088","27 days 22:27:00","4","1991.01","Regular"
"17090","3 days 23:06:00","8","2041.85","Regular"
"17091","2 days 02:07:00","10","3802.81","Loyal"
"17092","49 days 16:59:00","4","1777.78","Regular"
"17094","317 days 19:26:00","2","270.20","Lost"
"17095","21 days 20:10:00","6","1088.20","Regular"
"17096","8 days 21:45:00","7","992.68","Regular"
"17097","1 day 19:45:00","9","937.92","Regular"
"17100","17 days 20:14:00","2","971.74","Regular"
"17101","9 days 22:53:00","4","1621.73","Regular"
"17102","261 days 02:42:00","1","25.50","Lost"
"17105","158 days 20:57:00","2","665.78","Regular"
"17107","32 days 04:09:00","7","10380.43","Regular"
"17109","28 days 19:51:00","8","869.68","Regular"
"17110","164 days 23:52:00","1","163.30","New"
"17111","46 days 20:51:00","1","248.61","Regular"
"17114","5 days 00:33:00","10","747.22","Regular"
"17115","7 days 22:20:00","5","806.90","Regular"
"17117","287 days 22:56:00","1","116.20","Lost"
"17118","317 days 00:31:00","1","157.02","Lost"
"17119","2 days 22:10:00","3","593.61","Regular"
"17120","232 days 21:29:00","1","307.46","Lost"
"17122","118 days 22:17:00","1","138.32","New"
"17123","161 days 02:03:00","1","345.30","Regular"
"17124","184 days 22:48:00","1","298.89","Lost"
"17125","49 days 22:09:00","1","259.35","Regular"
"17126","151 days 22:58:00","7","991.85","Regular"
"17128","334 days 00:48:00","1","157.09","Lost"
"17131","4 days 23:58:00","5","2463.17","Regular"
"17133","15 days 00:23:00","7","4892.24","Regular"
"17134","106 days 02:57:00","2","425.00","Regular"
"17135","15 days 20:02:00","7","1139.73","Regular"
"17138","275 days 00:56:00","1","380.50","Lost"
"17139","15 days 02:38:00","15","10585.57","Loyal"
"17140","246 days 23:17:00","1","465.32","Lost"
"17142","238 days 18:28:00","1","579.00","Lost"
"17144","18:53:00","2","984.57","Regular"
"17146","105 days 00:06:00","3","749.78","Regular"
"17147","22 days 00:18:00","6","1679.64","Regular"
"17148","51 days 02:51:00","1","124.88","New"
"17152","194 days 00:31:00","4","1503.50","Lost"
"17153","23 days 23:08:00","1","213.78","Regular"
"17154","74 days 23:08:00","1","329.34","Regular"
"17155","17 days 00:12:00","2","251.70","Regular"
"17157","7 days 03:40:00","3","306.55","Regular"
"17158","31 days 21:35:00","3","1266.97","Regular"
"17159","21 days 01:58:00","4","1534.73","Regular"
"17160","30 days 22:45:00","6","3518.03","Regular"
"17162","28 days 01:16:00","11","1707.21","Loyal"
"17163","21 days 03:53:00","2","293.10","Regular"
"17164","32 days 03:36:00","8","2466.40","Regular"
"17165","283 days 20:11:00","1","158.68","Lost"
"17166","38 days 03:04:00","3","189.49","Regular"
"17169","49 days 17:35:00","4","816.88","Regular"
"17171","288 days 20:13:00","1","224.91","Lost"
"17172","74 days 00:46:00","2","313.26","Regular"
"17173","4 days 22:10:00","9","3755.65","Regular"
"17174","217 days 01:03:00","1","59.90","Lost"
"17175","43 days 21:19:00","5","1430.94","Regular"
"17176","201 days 00:09:00","1","306.13","Lost"
"17179","177 days 20:02:00","3","711.79","Regular"
"17180","55 days 21:04:00","6","780.38","Regular"
"17181","56 days 22:02:00","2","239.92","Regular"
"17183","7 days 02:43:00","8","3286.91","Regular"
"17186","46 days 02:30:00","2","144.00","New"
"17187","226 days 00:11:00","1","203.95","Lost"
"17188","10 days 22:57:00","9","2275.58","Regular"
"17189","105 days 17:11:00","2","384.40","Regular"
"17190","58 days 01:17:00","3","249.74","Regular"
"17191","27 days 19:52:00","7","2095.13","Regular"
"17193","35 days 00:03:00","9","1674.46","Regular"
"17194","273 days 00:45:00","2","262.62","Lost"
"17197","29 days 02:18:00","1","1013.01","Regular"
"17198","23 days 02:11:00","3","692.22","Regular"
"17201","53 days 00:55:00","1","342.63","Regular"
"17203","35 days 00:23:00","6","3563.85","Regular"
"17204","168 days 22:56:00","9","1352.91","Regular"
"17205","53 days 00:04:00","1","384.08","Regular"
"17206","52 days 23:25:00","1","204.24","Regular"
"17211","26 days 00:47:00","9","2299.67","Regular"
"17212","252 days 17:08:00","1","226.85","Lost"
"17213","39 days 21:57:00","11","2741.08","Loyal"
"17214","59 days 23:33:00","7","984.12","Regular"
"17217","233 days 19:31:00","1","113.50","Lost"
"17218","3 days 22:58:00","10","1960.72","Loyal"
"17219","31 days 01:25:00","1","114.23","New"
"17220","23 days 23:03:00","14","3198.25","Loyal"
"17221","6 days 23:15:00","2","335.13","Regular"
"17222","64 days 22:52:00","1","354.15","Regular"
"17223","309 days 20:53:00","2","426.79","Lost"
"17226","308 days 00:58:00","1","393.49","Lost"
"17227","18 days 01:59:00","6","939.32","Regular"
"17228","15 days 02:26:00","8","1906.09","Regular"
"17229","95 days 22:54:00","2","318.76","Regular"
"17230","263 days 20:38:00","11","3466.67","Lost"
"17231","11 days 21:32:00","14","3127.82","Loyal"
"17232","2 days 00:29:00","2","421.52","Regular"
"17233","34 days 22:44:00","1","190.88","New"
"17234","182 days 01:30:00","1","149.89","Lost"
"17235","24 days 20:59:00","2","550.06","Regular"
"17236","12 days 00:50:00","6","916.13","Regular"
"17237","10 days 21:48:00","2","314.69","Regular"
"17238","2 days 01:15:00","17","3744.65","Loyal"
"17239","312 days 03:09:00","2","379.95","Lost"
"17242","107 days 21:55:00","2","1135.04","Regular"
"17243","23:24:00","30","8628.55","Loyal"
"17244","52 days 21:31:00","1","954.90","Regular"
"17245","204 days 02:07:00","1","171.45","Lost"
"17247","14 days 21:29:00","1","282.19","Regular"
"17248","119 days 23:16:00","1","318.65","Regular"
"17250","3 days 00:35:00","2","384.52","Regular"
"17251","362 days 01:44:00","1","283.28","Lost"
"17252","116 days 03:05:00","2","353.86","Regular"
"17253","17 days 23:51:00","1","178.26","New"
"17254","4 days 00:04:00","2","272.44","Regular"
"17255","40 days 00:32:00","2","298.41","Regular"
"17256","106 days 23:20:00","2","240.00","Regular"
"17259","147 days 21:49:00","2","603.37","Regular"
"17262","51 days 23:54:00","5","1253.36","Regular"
"17263","207 days 22:18:00","1","63.44","Lost"
"17265","138 days 02:01:00","2","562.90","Regular"
"17266","1 day 22:38:00","3","310.64","Regular"
"17267","126 days 19:28:00","2","317.62","Regular"
"17268","107 days 02:44:00","4","763.64","Regular"
"17272","41 days 20:13:00","5","2144.53","Regular"
"17274","34 days 23:34:00","1","111.98","New"
"17277","227 days 00:03:00","2","1065.35","Lost"
"17278","240 days 23:40:00","1","246.04","Lost"
"17279","57 days 00:52:00","1","187.83","New"
"17282","129 days 22:21:00","3","1703.41","Regular"
"17284","59 days 22:12:00","7","1641.68","Regular"
"17286","21 days 00:03:00","1","153.92","New"
"17287","25 days 23:23:00","7","1064.11","Regular"
"17288","8 days 20:41:00","7","1419.73","Regular"
"17289","31 days 00:49:00","4","936.16","Regular"
"17290","3 days 00:12:00","2","525.24","Regular"
"17291","307 days 23:46:00","1","550.80","Lost"
"17293","7 days 22:13:00","9","1875.11","Regular"
"17295","28 days 02:01:00","3","556.95","Regular"
"17297","16 days 22:07:00","1","131.78","New"
"17298","100 days 20:07:00","2","498.42","Regular"
"17299","11 days 00:49:00","4","669.11","Regular"
"17301","20 days 23:07:00","1","197.63","New"
"17302","14 days 03:14:00","6","1119.93","Regular"
"17303","360 days 23:18:00","1","250.04","Lost"
"17306","10 days 00:36:00","21","8600.73","Loyal"
"17307","364 days 21:26:00","1","-152.64","Lost"
"17309","94 days 21:30:00","1","82.75","New"
"17311","77 days 22:39:00","2","1384.85","Regular"
"17312","138 days 00:58:00","3","644.30","Regular"
"17313","17 days 03:27:00","2","2288.13","Regular"
"17314","24 days 03:09:00","11","2514.76","Loyal"
"17315","00:52:00","43","6204.46","Loyal"
"17317","45 days 19:24:00","5","2524.02","Regular"
"17320","99 days 23:19:00","3","1200.62","Regular"
"17321","7 days 23:09:00","2","700.86","Regular"
"17323","14 days 19:21:00","9","908.99","Regular"
"17324","17 days 02:16:00","4","990.23","Regular"
"17325","279 days 23:41:00","1","96.80","Lost"
"17329","13 days 22:26:00","2","523.11","Regular"
"17330","22 days 03:54:00","2","363.90","Regular"
"17331","123 days 00:55:00","1","175.20","New"
"17333","85 days 02:39:00","1","494.25","Regular"
"17334","300 days 20:16:00","3","306.60","Lost"
"17337","150 days 21:54:00","7","1944.32","Regular"
"17338","16 days 22:27:00","10","6612.18","Loyal"
"17339","93 days 23:21:00","2","243.36","Regular"
"17340","8 days 19:38:00","16","11891.18","Loyal"
"17341","156 days 00:17:00","3","781.36","Regular"
"17343","354 days 21:43:00","1","193.64","Lost"
"17344","45 days 23:54:00","1","160.57","New"
"17345","14 days 21:47:00","4","537.74","Regular"
"17346","3 days 00:32:00","16","2611.58","Loyal"
"17347","85 days 23:38:00","1","228.96","Regular"
"17348","14 days 01:25:00","5","1159.52","Regular"
"17349","178 days 22:21:00","1","110.75","New"
"17350","7 days 21:03:00","5","1256.19","Regular"
"17351","35 days 18:05:00","3","587.15","Regular"
"17353","128 days 19:31:00","2","1740.00","Regular"
"17354","50 days 02:16:00","1","1393.06","Regular"
"17356","311 days 01:43:00","1","178.22","Lost"
"17357","23 days 20:20:00","2","388.14","Regular"
"17358","302 days 19:53:00","2","365.85","Lost"
"17359","10 days 22:13:00","1","127.86","New"
"17360","16 days 23:39:00","3","585.79","Regular"
"17361","48 days 21:07:00","3","488.20","Regular"
"17362","238 days 22:07:00","2","312.23","Lost"
"17364","03:50:00","12","4455.73","Loyal"
"17365","12 days 00:37:00","8","4801.56","Regular"
"17367","237 days 22:29:00","1","168.40","Lost"
"17368","22 days 21:24:00","9","1349.52","Regular"
"17370","72 days 02:36:00","4","446.18","Regular"
"17371","16 days 23:20:00","3","423.89","Regular"
"17372","40 days 01:13:00","8","1342.68","Regular"
"17373","39 days 21:22:00","4","646.92","Regular"
"17374","218 days 03:45:00","2","495.77","Lost"
"17375","189 days 19:20:00","4","372.50","Lost"
"17376","70 days 00:14:00","2","203.20","Regular"
"17377","23 days 01:33:00","21","3925.92","Loyal"
"17379","10 days 22:54:00","1","404.66","Regular"
"17381","8 days 00:51:00","30","20272.43","Loyal"
"17382","64 days 23:45:00","1","65.4","New"
"17383","3 days 19:14:00","1","199.29","New"
"17384","18 days 21:02:00","2","336.40","Regular"
"17385","14 days 01:48:00","1","261.11","Regular"
"17386","7 days 01:22:00","6","2686.42","Regular"
"17387","19 days 01:50:00","2","784.11","Regular"
"17388","77 days 02:19:00","4","1259.56","Regular"
"17389","03:12:00","43","31300.08","Loyal"
"17391","163 days 02:52:00","2","508.80","Regular"
"17392","306 days 00:02:00","2","457.91","Lost"
"17394","218 days 23:28:00","1","203.87","Lost"
"17396","38 days 22:38:00","8","7330.80","Regular"
"17397","21 days 22:42:00","2","696.41","Regular"
"17398","114 days 03:02:00","3","653.38","Regular"
"17400","125 days 21:12:00","5","2129.96","Regular"
"17402","4 days 02:35:00","13","2633.85","Loyal"
"17403","35 days 21:32:00","1","281.62","Regular"
"17404","3 days 20:24:00","18","30300.82","Loyal"
"17405","19:38:00","5","967.22","Regular"
"17406","329 days 23:58:00","5","1928.72","Lost"
"17408","162 days 23:57:00","1","32.65","New"
"17409","184 days 02:14:00","2","771.85","Lost"
"17410","15 days 21:04:00","5","1214.72","Regular"
"17411","11 days 22:25:00","4","748.94","Regular"
"17412","2 days 01:14:00","7","1258.06","Regular"
"17414","43 days 00:37:00","2","778.00","Regular"
"17415","79 days","1","507.84","Regular"
"17416","29 days 00:03:00","9","6838.34","Regular"
"17418","41 days 23:50:00","2","463.46","Regular"
"17419","10 days 23:03:00","14","4200.97","Loyal"
"17420","49 days 21:58:00","3","598.83","Regular"
"17422","15 days 23:23:00","10","1853.13","Loyal"
"17423","44 days 20:01:00","4","663.63","Regular"
"17425","18 days 21:20:00","2","759.17","Regular"
"17426","3 days 20:38:00","7","5022.26","Regular"
"17427","71 days 01:21:00","1","100.80","New"
"17428","03:05:00","33","17078.45","Loyal"
"17429","120 days 02:37:00","4","512.12","Regular"
"17430","32 days 03:26:00","2","265.76","Regular"
"17431","312 days 22:14:00","1","403.30","Lost"
"17432","17 days 19:17:00","2","365.76","Regular"
"17433","87 days 22:26:00","1","303.16","Regular"
"17434","1 day 23:34:00","9","2333.42","Regular"
"17436","1 day 00:20:00","2","216.30","Regular"
"17438","246 days 19:34:00","2","378.30","Lost"
"17440","147 days 02:14:00","5","177.10","Regular"
"17442","28 days 21:56:00","10","2210.26","Loyal"
"17443","219 days 02:03:00","1","534.24","Lost"
"17444","147 days 00:45:00","3","2940.04","Regular"
"17446","176 days 02:08:00","2","120.90","New"
"17447","39 days 22:32:00","2","541.53","Regular"
"17448","144 days 00:24:00","1","-4287.63","New"
"17449","1 day 19:54:00","8","2504.86","Regular"
"17450","7 days 23:21:00","55","187482.17","Loyal"
"17451","21:48:00","10","1648.95","Loyal"
"17453","17 days 03:08:00","2","486.72","Regular"
"17454","191 days 22:52:00","4","517.53","Lost"
"17455","203 days 00:19:00","1","131.70","Lost"
"17456","364 days 21:27:00","1","249.86","Lost"
"17457","126 days 00:02:00","5","1737.70","Regular"
"17458","14 days 23:49:00","1","316.50","Regular"
"17459","42 days 23:25:00","2","657.30","Regular"
"17460","78 days 01:52:00","8","452.63","Regular"
"17461","22 days 02:29:00","3","757.46","Regular"
"17462","50 days 23:14:00","3","662.94","Regular"
"17463","15 days 23:10:00","6","1881.36","Regular"
"17464","157 days 23:31:00","1","289.96","Regular"
"17466","9 days 23:35:00","2","763.28","Regular"
"17468","9 days 21:17:00","2","137.00","New"
"17469","15 days 23:35:00","6","1843.06","Regular"
"17470","44 days 00:08:00","5","1125.07","Regular"
"17472","190 days 21:53:00","3","710.29","Lost"
"17475","78 days 21:55:00","1","194.37","New"
"17480","73 days 02:29:00","2","506.51","Regular"
"17481","3 days 00:22:00","5","1249.34","Regular"
"17483","64 days 23:40:00","3","414.04","Regular"
"17486","260 days 22:50:00","1","396.87","Lost"
"17489","58 days 03:54:00","2","376.64","Regular"
"17490","03:42:00","11","1926.88","Loyal"
"17491","20:32:00","11","3541.92","Loyal"
"17492","247 days 21:29:00","1","374.57","Lost"
"17495","7 days 00:42:00","2","497.56","Regular"
"17496","358 days 04:11:00","1","271.05","Lost"
"17498","75 days 00:25:00","1","272.22","Regular"
"17499","289 days 03:36:00","1","622.88","Lost"
"17500","16 days 22:25:00","3","1138.00","Regular"
"17501","220 days 03:03:00","2","288.60","Lost"
"17502","8 days 23:37:00","4","689.10","Regular"
"17503","2 days 03:32:00","2","558.96","Regular"
"17504","205 days 23:51:00","10","2745.28","Lost"
"17505","161 days","2","1145.84","Regular"
"17506","69 days 23:56:00","2","294.29","Regular"
"17507","261 days 01:02:00","2","605.58","Lost"
"17508","280 days 04:40:00","1","387.31","Lost"
"17509","57 days 00:34:00","11","6100.74","Loyal"
"17510","24 days 02:50:00","1","308.48","Regular"
"17511","2 days 02:38:00","46","88125.38","Loyal"
"17512","28 days 00:39:00","11","2920.04","Loyal"
"17513","71 days 20:08:00","1","513.20","Regular"
"17514","127 days 21:05:00","1","208.65","Regular"
"17515","30 days 22:46:00","4","639.02","Regular"
"17516","14 days 19:59:00","5","768.08","Regular"
"17517","308 days 01:02:00","1","153.94","Lost"
"17519","16 days 20:07:00","7","1839.07","Regular"
"17520","53 days 00:46:00","1","546.81","Regular"
"17521","23 days 22:50:00","4","721.96","Regular"
"17522","1 day 00:19:00","5","1070.71","Regular"
"17523","10 days 23:30:00","4","652.74","Regular"
"17524","360 days 22:18:00","1","145.00","Lost"
"17525","359 days 00:45:00","1","422.70","Lost"
"17526","17:54:00","8","706.70","Regular"
"17527","53 days 00:18:00","6","888.86","Regular"
"17528","23:23:00","11","3540.10","Loyal"
"17530","18:08:00","10","2385.00","Loyal"
"17531","120 days 02:31:00","2","293.45","Regular"
"17534","53 days 00:03:00","1","223.36","Regular"
"17535","279 days 21:30:00","1","164.40","Lost"
"17536","176 days 23:27:00","1","76.50","New"
"17537","29 days 01:54:00","2","897.62","Regular"
"17538","25 days 00:38:00","1","98.42","New"
"17540","8 days 03:50:00","3","570.40","Regular"
"17542","269 days 01:05:00","1","170.75","Lost"
"17545","42 days 22:46:00","3","645.96","Regular"
"17547","371 days 22:21:00","1","-11.80","Lost"
"17548","217 days 02:50:00","3","-141.48","Lost"
"17549","23 days 02:51:00","2","148.86","New"
"17550","196 days 22:41:00","3","267.16","Lost"
"17551","358 days 22:38:00","1","306.84","Lost"
"17552","42 days 00:36:00","6","909.96","Regular"
"17553","129 days 02:50:00","1","1487.60","Regular"
"17554","22:35:00","5","1952.45","Regular"
"17555","19 days 00:28:00","2","483.26","Regular"
"17556","205 days 02:02:00","1","157.90","Lost"
"17557","13 days 23:53:00","3","541.46","Regular"
"17560","94 days 03:32:00","5","854.95","Regular"
"17561","18 days 23:57:00","1","167.62","New"
"17562","13 days 22:29:00","8","1107.38","Regular"
"17564","23 days 23:23:00","3","454.01","Regular"
"17566","7 days 16:56:00","2","901.21","Regular"
"17567","6 days 21:02:00","10","4012.56","Loyal"
"17569","331 days 22:35:00","1","344.14","Lost"
"17571","49 days 20:53:00","4","1498.51","Regular"
"17572","70 days 18:57:00","4","226.75","Regular"
"17573","28 days 23:49:00","4","362.90","Regular"
"17574","242 days 03:03:00","1","185.65","Lost"
"17576","7 days 18:38:00","22","3457.78","Loyal"
"17578","190 days 01:08:00","2","124.74","Lost"
"17579","4 days 00:22:00","4","440.20","Regular"
"17580","252 days 00:09:00","3","215.72","Lost"
"17581","00:29:00","31","10736.11","Loyal"
